original_sha256,web_asset_sha256,file,width,height,question_ids,subjects,topics,artist,provider,full_credit,license,license_url,source_page,source_title,rendering_note
3201c54a65c4798fb4dd47180cef6e7f713e9b3b8450121b20b34fcd733ba91a,8be0ef87bdc0388662dd2223f68377fd6fa5f58885653e752fc535a1de50ac1f,assets/neetpg_advanced_2026/images/3201c54a65c4798fb4dd47180cef6e7f713e9b3b8450121b20b34fcd733ba91a.jpg,1024,768,MICR-077 | MICR-078,Microbiology,HIV diagnosis and monitoring,Rigurat at English Wikipedia,Wikimedia Foundation,Transferred from en.wikipedia to Commons by Jacopo Werther .,Public domain,,https://commons.wikimedia.org/wiki/File:Western_Blot_results_for_HIV_test.jpg,Western Blot results for HIV test.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
32202ea6e2adcc6e2ac0548901b5aa2aa69db1599a6e90d2eb1485c0676cf803,b09a9db9290cd7ab577d119e97c414b980f016187b04a906013db2f981d06f4d,assets/neetpg_advanced_2026/images/32202ea6e2adcc6e2ac0548901b5aa2aa69db1599a6e90d2eb1485c0676cf803.jpg,1500,844,PED-067 | PED-068,Pediatrics,Acute diarrhea and dehydration,Ajay Kumar Chaurasiya,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Cysts_of_Giardia_in_Iodine_wet_mount.jpg,Cysts of Giardia in Iodine wet mount.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3224539ed89516c752cf4f8226159889f5e0ae08276ddf2b14f04a1c71547adc,ffb96dd166a2ea0ad871384a555b5e60af7f1d520b78df2c8ebb302b3bf308dc,assets/neetpg_advanced_2026/images/3224539ed89516c752cf4f8226159889f5e0ae08276ddf2b14f04a1c71547adc.jpg,1121,1080,ENT-019 | ENT-020,ENT,Nasopharyngeal disease and tumors,www.scientificanimations.com,Wikimedia Foundation,http://www.scientificanimations.com/wiki-images/,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Adenoid_hypertrophy.jpg,Adenoid hypertrophy.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
328c335996a6698273f80a15798976ee196c7d3b110d52a14a58e99e3a9816c5,bc7b1af95a0012daed18bd569c5e1d7f3af39854fd38cb4f929ae3d6b23433c5,assets/neetpg_advanced_2026/images/328c335996a6698273f80a15798976ee196c7d3b110d52a14a58e99e3a9816c5.jpg,780,470,OPH-041 | OPH-042,Ophthalmology,Cataract,"Rakesh Ahuja, MD",Wikimedia Foundation,Personal collection,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Posterior_capsular_opacification_on_retroillumination.jpg,Posterior capsular opacification on retroillumination.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3315f239205c8e18ca12980a0c6e85ed023a01add71a86f3ab735f02790e72f7,180cefff9b0c8d3ef73d6bd8cbad861dd270c649389770585e6478d21fcf7da3,assets/neetpg_advanced_2026/images/3315f239205c8e18ca12980a0c6e85ed023a01add71a86f3ab735f02790e72f7.jpg,401,546,MED-009 | MED-010,Medicine,Pulmonary vascular disease,Aung Myat and Arif Ahsan,Wikimedia Foundation,"Percutaneous mechanical thrombectomy for the treatment of acute massive pulmonary embolism: case report . Thrombosis Journal 2007, 5:20. doi:10.1186/1477-9560-5-20",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Pulmonary_embolism_CTPA.JPEG,Pulmonary embolism CTPA.JPEG,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3349d7ae9b91c43f0827116e6df419a62d245edc57ec44430f0fabe3a27406b4,e041150ee3b464fda5a3602888fd56eeb29c5c7665a4bf6f06278eeed7060dfa,assets/neetpg_advanced_2026/images/3349d7ae9b91c43f0827116e6df419a62d245edc57ec44430f0fabe3a27406b4.jpg,795,600,MICR-041 | MICR-042,Microbiology,Protozoal tissue infections,"Tian M, Li J, Dai S, Ma L.",NCBI,"Figure from Clinical Characteristics and Management of Four Cases of Visceral Leishmaniasis-Associated Hemophagocytic Lymphohistiocytosis. (PMC13153628), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13153628/,"Clinical Characteristics and Management of Four Cases of Visceral Leishmaniasis-Associated Hemophagocytic Lymphohistiocytosis. - Phagocytosed Leishmania donovani bodies within macrophages in a bone marrow smear from Case A (Wright-Giemsa staining × 1,000).",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
33ad438e66c9ebc44f7848a46d7f2222106a2d7813abd463e55b954976c2f0ed,256279325b3bad40ce3dd1cbf929e871d87b906c894a060824c1a01675c976c3,assets/neetpg_advanced_2026/images/33ad438e66c9ebc44f7848a46d7f2222106a2d7813abd463e55b954976c2f0ed.jpg,1417,1063,ANES-007 | ANES-008,Anaesthesiology,Airway management,KARL STORZ Endoskope,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:4th_generation_Video_Laryngoscope.jpg,4th generation Video Laryngoscope.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3494941b758ba32957623731f02da773bf56cd54676957b0578b73fd01436350,19381e2edc9f7ae787d03ab41199ee67371302f60f2b7f25a7728261a070910a,assets/neetpg_advanced_2026/images/3494941b758ba32957623731f02da773bf56cd54676957b0578b73fd01436350.jpg,1022,1100,RAD-029 | RAD-030,Radiodiagnosis,Intracranial mass imaging,Hellerhoff,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Meningeom_am_Tentorium_mit_dural_tail_53W_-_MR_-_001.jpg,Meningeom am Tentorium mit dural tail 53W - MR - 001.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
34eee5579e1d1c638e36f703353ee41f3cc75f68f27d13bdaabde92eb0ce104d,12ec04af9156aca79703ab02d3b286c74d242620fb709eb45c6e953a445bc846,assets/neetpg_advanced_2026/images/34eee5579e1d1c638e36f703353ee41f3cc75f68f27d13bdaabde92eb0ce104d.jpg,400,642,BIOC-019 | BIOC-020,Biochemistry,Pentose phosphate pathway and G6PD deficiency,Alessandro Gurnari et al.,NCBI,Alessandro Gurnari et al.,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9928641/,Peripheral blood-smear diagnosis of G6PD deficiency (Figure 1),Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
34ef39e96c610636c1fd08d757edc8eb81a51f996f57bd14a571f3443e463d08,ea4ab5abef6a42b0399dcbc90f097364f4b188eb7d1c58aafb38bac4d909f987,assets/neetpg_advanced_2026/images/34ef39e96c610636c1fd08d757edc8eb81a51f996f57bd14a571f3443e463d08.jpg,639,550,PATH-033 | PATH-034,Pathology,Glomerular diseases,,NCBI,"Figure from PMC10627124 (PMC10627124), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10627124/,"PMC10627124 - Morphologic findings in the membranous nephropathy. A: glomerulus with global thickening of the capillary wall. (light microscopy, Masson trichrome, 40×). B: positive, high-intensi",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
35c56ada2b7f4412f689fd2cb2d3e9e1ba181b4996be710d59f6267e5dd733bf,5360433fb815d237d3799a3241574fdfac7ce1dcefd60bb5ab0498149b3596f8,assets/neetpg_advanced_2026/images/35c56ada2b7f4412f689fd2cb2d3e9e1ba181b4996be710d59f6267e5dd733bf.jpg,1467,1100,ANAT-069 | ANAT-070,Anatomy,Inguinal canal and hernias,Svenscar69,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Hernia,_indirect_inguinal.jpg","Hernia, indirect inguinal.jpg",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
35e8bed966db4970213f9b9a3a4a11ed061d60728237cbc2060cfb2ae18c4504,22eb9f0f2480af388b15a29c9fcc8863cb0228e3ad127ab6449eb6f8130369b8,assets/neetpg_advanced_2026/images/35e8bed966db4970213f9b9a3a4a11ed061d60728237cbc2060cfb2ae18c4504.jpg,731,533,PHYS-031 | PHYS-032,Physiology,"Central sensory pathways, sleep and cortical plasticity",,NCBI,"Figure from PMC12097167 (PMC12097167), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12097167/,PMC12097167 - The systems and tracts involved in producing movement of limbs,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3613fce57f62dd3c8173bc1c00b4040a63a7d02c1947db32f9db0623079d53d6,018d4681c6d8e9757bddaedbd38cc60def8aceb67ebb798f918f948267f20860,assets/neetpg_advanced_2026/images/3613fce57f62dd3c8173bc1c00b4040a63a7d02c1947db32f9db0623079d53d6.jpg,784,963,RAD-067 | RAD-068,Radiodiagnosis,Intracranial hemorrhage,"James Heilman, MD",Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:EpiduralHematoma.jpg,EpiduralHematoma.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
361e76d6116c9944425481bbdb4b1e7daa7a0f1c386da6df0d31fd881e230b98,aebf5db6e675cbdbb458fe71629595ec02dee4864fe92b5def4ba1e00b0c867e,assets/neetpg_advanced_2026/images/361e76d6116c9944425481bbdb4b1e7daa7a0f1c386da6df0d31fd881e230b98.jpg,1467,1100,FMT-035 | FMT-036,Forensic Medicine,Mechanical asphyxia,FrançoiseNicolas,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Cou_abras%C3%A9_par_une_strangulation.jpg,Cou abrasé par une strangulation.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
369ae296a737be1a7ffb9b34f38468fcd365a53aa4e4a39c3e1bdea5401926ae,1c8aa8e12f9ab267cb301377064f78a6128ad860ef85e97d910d11b6f63167e5,assets/neetpg_advanced_2026/images/369ae296a737be1a7ffb9b34f38468fcd365a53aa4e4a39c3e1bdea5401926ae.jpg,1467,1100,ORTHO-059 | ORTHO-060,Orthopedics,Pediatric fractures and physeal injuries,FBenjr123,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Clubfoot_beggar_with_cane_04.jpg,Clubfoot beggar with cane 04.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
371f1b5fe37562e47d2d6cc8e36c88fb976586b4b429cff0688d3337b55e55a4,d3e5bd833a7e1c04a0fe4a9fac3a089db49adad91ba4679732c1093ce9881559,assets/neetpg_advanced_2026/images/371f1b5fe37562e47d2d6cc8e36c88fb976586b4b429cff0688d3337b55e55a4.jpg,709,367,RAD-073 | RAD-074,Radiodiagnosis,Pediatric gastrointestinal imaging,"Dutchak O, Zhaivoronok M.",NCBI,"Figure from Intestinal Ultrasound of Adult Small Bowel Intussusception Caused by a Polyp: A Case Report. (PMC13124655), CC BY Local transformation: bottom-caption crop removed answer-revealing labels while retaining both ultrasound panels, arrows, lead point and target sign.",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13124655/,Intestinal Ultrasound of Adult Small Bowel Intussusception Caused by a Polyp: A Case Report. - IUS findings in adult small bowel intussusception caused by an intraluminal polyp. (A) Longitudinal IUS image demonstrating an intussuscepted segment of the small bowel with a well,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3744ef53ec36e4b54f0e6cc62258703e131c2227be3b2ae0b032167745638660,2f681839469d7223f267f589d0ddb772b931d05732d91e625ccd00a1a91adb06,assets/neetpg_advanced_2026/images/3744ef53ec36e4b54f0e6cc62258703e131c2227be3b2ae0b032167745638660.jpg,750,398,ORTHO-053 | ORTHO-054,Orthopedics,Fracture principles and fixation,"Tan Q, Wei Sheng F, Leong D, Moo I.",NCBI,"Figure from Double-Row Suture Anchor Fixation for Inferior Pole Patella Fracture: A Novel Technique (PMC13095037), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13095037/,"Double-Row Suture Anchor Fixation for Inferior Pole Patella Fracture: A Novel Technique - A: Fracture site exposed; B, C & D: Two suture anchors, each loaded with a fiber tape, were inserted obliquely on either side of the proximal fragment outside the fracture; E: A tr",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
374de3009d57e20dba120f9c71b0f6e8ac711135d6fad3d709d43440f41ac6f9,84823ea8024dff81dd83c9bc41e6f73c4d1ee0bb5e599ef1bfc726ca35b2b08d,assets/neetpg_advanced_2026/images/374de3009d57e20dba120f9c71b0f6e8ac711135d6fad3d709d43440f41ac6f9.jpg,503,403,BIOC-011 | BIOC-012,Biochemistry,Heme synthesis and lead toxicity,"Chen GL, Yang DH, Wu JY, Kuo CW, Hsu WH",Wikimedia Foundation,"Neuropathic pain in hereditary coproporphyria. Chen GL, Yang DH, Wu JY, Kuo CW, Hsu WH - Pak J Med Sci (2013) https://openi.nlm.nih.gov/detailedresult.php?img=PMC3809238_pjms-29-672-g001&amp;query=porphyria&amp;req=4&amp;npos=30",CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Urine_of_patient_with_porphyria.png,Urine of patient with porphyria.png,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
378ce4b6e9168d639f71d897ad743ab12fafbc7aff3004ca3725f12a5e772b7d,dffa778b92087f9f90b964f8619ec0ddb6510788afd0285c633f1db53d24fc7c,assets/neetpg_advanced_2026/images/378ce4b6e9168d639f71d897ad743ab12fafbc7aff3004ca3725f12a5e772b7d.jpg,1409,1100,ANAT-075 | ANAT-076,Anatomy,Connective-tissue histology,Hwill016,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Cartoon_Hyaline_Cartilage.jpg,Cartoon Hyaline Cartilage.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
37eaf87addb435d54605157f1252794f5107da494bdac8ae3c690dba5d1319e4,198876eeab29e54c8a6e8ea86b209a548809ab3e29d1fa5844197e1574004d71,assets/neetpg_advanced_2026/images/37eaf87addb435d54605157f1252794f5107da494bdac8ae3c690dba5d1319e4.jpg,700,471,DERM-041 | DERM-042,Dermatology,Superficial and deep fungal infections,Content Providers(s): CDC/Dr. Lucille K. Georg,Wikimedia Foundation,http://phil.cdc.gov/phil_images/20030610/25/PHIL_3940_lores.jpg,Public domain,,https://commons.wikimedia.org/wiki/File:Sporotrichosis_by_the_fungus_Sporothrix_schenckii_PHIL_3940_lores.jpg,Sporotrichosis by the fungus Sporothrix schenckii PHIL 3940 lores.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3813aec7d9d6c31d236c3c5d5b1811b9ccb1eccf6f86ce01138ade6ad0139c69,5a571e138ebc45435bc8a0608b1e3a68a6fd679d690e92d795e852307aee9875,assets/neetpg_advanced_2026/images/3813aec7d9d6c31d236c3c5d5b1811b9ccb1eccf6f86ce01138ade6ad0139c69.jpg,1478,1100,PATH-049 | PATH-050,Pathology,"Liver injury, cholestasis and tumors",Nephron,Wikimedia Foundation,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Feathery_degeneration_high_mag_cropped.jpg,Feathery degeneration high mag cropped.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
38269a224c9df394bd502ecf1f8fc018870b72e079bc70596b3b1cbbe50bf4ed,27c6bee791452742d80284bbaca72df24c59cf5fc26e8d8835245f6d4a7a41cc,assets/neetpg_advanced_2026/images/38269a224c9df394bd502ecf1f8fc018870b72e079bc70596b3b1cbbe50bf4ed.jpg,1100,1100,PHARM-061 | PHARM-062,Pharmacology,Antitubercular drugs,Dan-yell,Wikimedia Foundation,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Ishihara-Test.svg,Ishihara-Test.svg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
383fb02f2ff9b23936dba9f9008621ab40a3dd21b9142dd1c7006644b54a0c22,7a8e2d0cf6d48080a5252c4b6dbf6e8eeeb36da2343327ecb4c36a3b4d30c9fb,assets/neetpg_advanced_2026/images/383fb02f2ff9b23936dba9f9008621ab40a3dd21b9142dd1c7006644b54a0c22.jpg,750,563,ENT-015 | ENT-016,ENT,Laryngeal anatomy and nerve palsy,"Loomis M, Trevino B, Engel B, Stitle K, Fanguy H, Thakker Y, Fong N, Mackler M, Mendoza N.",NCBI,"Figure from A Functional Larynx Dissection Utilizing Mandibular Rotation: A Technical Report. (PMC12005468), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12005468/,A Functional Larynx Dissection Utilizing Mandibular Rotation: A Technical Report. - Intrinsic laryngeal muscles,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3854fa820b3721fdceaef6f77c27f9d9ac5fafa388b5a40df3127c1c57d9bb6c,d86eac5d6070210c4817ee68b7fdda7fa8ca59db826288fbf4d2d7673b543276,assets/neetpg_advanced_2026/images/3854fa820b3721fdceaef6f77c27f9d9ac5fafa388b5a40df3127c1c57d9bb6c.jpg,320,263,PHYS-053 | PHYS-054,Physiology,Gas exchange and high-altitude physiology,Manish Kumar,Wikimedia Foundation,https://1.bp.blogspot.com/-P15CGqKix5I/YNh7KyoCjSI/AAAAAAAAN94/p3SIh459SXwASQN0RYUcu2uNMR-q4B2QQCLcBGAsYHQ/s714/New%2Bdoc%2BJun%2B27%252C%2B2021%2B6.42%2BPM_2.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Right_and_left_shift_of_the_curve.jpg,Right and left shift of the curve.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
38985308501a4bc99536a91de2ec374f334d15f1d14b005d17483dbedb69be16,543dad9f779a815b135c563f950c21ad12a6fa7a07de0e4eef5e3ab0c4a4554f,assets/neetpg_advanced_2026/images/38985308501a4bc99536a91de2ec374f334d15f1d14b005d17483dbedb69be16.jpg,644,621,ORTHO-065 | ORTHO-066,Orthopedics,Hip disorders,Dr. Jochen Lengerke,Wikimedia Foundation,Public Domain,CC0,,https://commons.wikimedia.org/wiki/File:Slipped_capital_femoral_epiphysis.jpg,Slipped capital femoral epiphysis.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
39828074cf54692fbfe6cca9f0dec358e03edaa5cca993549d8877bb6816374b,8dbc29b507c871cd44566378509c10e19a0f80fb0fc77f7e47cae60d5b5f0045,assets/neetpg_advanced_2026/images/39828074cf54692fbfe6cca9f0dec358e03edaa5cca993549d8877bb6816374b.jpg,767,730,PHARM-039 | PHARM-040,Pharmacology,Antitubercular drugs,"Zheng Y, Hou J, Yang L, Jiang Y, Wang S, Yu J, Ye X.",NCBI,"Figure from Cavitary pulmonary tuberculosis with &lt;i&gt;Orientia tsutsugamushi&lt;/i&gt; coinfection in a non-endemic region: a case report. (PMC12708244), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12708244/,"Cavitary pulmonary tuberculosis with &lt;i&gt;Orientia tsutsugamushi&lt;/i&gt; coinfection in a non-endemic region: a case report. - Radiologic, histopathologic, and laboratory findings. (a) Chest CT shows multifocal infectious opacities in both lungs with areas of consolidation and a cavitary lesion in the left",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
39976f14c1ad4c533ba047e4ff8985aef23c31425647053433183e0feb111749,573e9cb4122e40794bf21f251f260a56d1de3e1bf7025ea4cae0b90750a1959f,assets/neetpg_advanced_2026/images/39976f14c1ad4c533ba047e4ff8985aef23c31425647053433183e0feb111749.jpg,709,268,OPH-063 | OPH-064,Ophthalmology,Vitamin A deficiency,,NCBI,"Figure from PMC12441006 (PMC12441006), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12441006/,"PMC12441006 - The slit photograph of both eyes (A, B) shows the Bitot spot in both bulbar conjunctivae.",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
39fbda9dfe22b34a18f5576c9872850d4b041e06a130b0ebf2d79aabb3fcd137,b42e1940f3ef45d42717adc0b4de9fdf31bfc33dd6e9523fad7d2b180041dfb4,assets/neetpg_advanced_2026/images/39fbda9dfe22b34a18f5576c9872850d4b041e06a130b0ebf2d79aabb3fcd137.jpg,700,1029,DERM-061 | DERM-062,Dermatology,Bacterial sexually transmitted infections,,Wikimedia Foundation,CDC http://phil.cdc.gov/PHIL_Images/20050301/0a5e1a5341c343529a69d71a3e597066/6756_lores.jpg,Public domain,,https://commons.wikimedia.org/wiki/File:Secondary_syphilitic_rash_Treponema_pallidum_6756_lores.jpg,Secondary syphilitic rash Treponema pallidum 6756 lores.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3abc4d830857f40a9121ab7d4c8b8df3f0a271372b91eaa97176c90b8e8ade89,fdc4fd775d7d98c26ffcb45e955f3f8171d2562419d8828f4b88a62ff74ce388,assets/neetpg_advanced_2026/images/3abc4d830857f40a9121ab7d4c8b8df3f0a271372b91eaa97176c90b8e8ade89.jpg,575,737,ANAT-035 | ANAT-036,Anatomy,Cardiovascular embryology and fetal circulation,Centers for Disease Control and Prevention,Wikimedia Foundation,Centers for Disease Control and Prevention,Public domain,,https://commons.wikimedia.org/wiki/File:Truncus_arteriosus.jpg,Truncus arteriosus.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3b28c2b3a31a5e034382a1022939a3f4d73ec3898d1fa1b207a7104606522692,aeec3b46a7152821ad919d48d1b728db4de4af4672ff477e0350f1381c34c98a,assets/neetpg_advanced_2026/images/3b28c2b3a31a5e034382a1022939a3f4d73ec3898d1fa1b207a7104606522692.jpg,787,481,OPH-035 | OPH-036,Ophthalmology,Ocular tumors and congenital lesions,,NCBI,"Figure from PMC8745576 (PMC8745576), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8745576/,"PMC8745576 - Clinical phenotype of proband affected by juvenile bilateral cataracts. (a–h) Slit lamp photographs of the OD (right) and OS (left) eye (a–g), respectively, demonstrate nuclear and",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3b387476a787c7e52bbeb729163fa66a5d8e23bd8b6487300497d90017503940,15c5683620536dc5afbb48387482f146b8c57e3c5821166b19775ef28e9f016f,assets/neetpg_advanced_2026/images/3b387476a787c7e52bbeb729163fa66a5d8e23bd8b6487300497d90017503940.jpg,736,810,PHARM-079 | PHARM-080,Pharmacology,Hematopoietic and anticancer drugs,,NCBI,"Figure from PMC4215876 (PMC4215876), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4215876/,PMC4215876 - Model structure and simulated ANC time-course.,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3b3f9506923d9822a6b4dac0c6796ec3df9336c01e8fb0201e5ec8235c782fce,d14aefea37887a3441852361fd9bcb02543453e729b2202db99a21423fc2c1cd,assets/neetpg_advanced_2026/images/3b3f9506923d9822a6b4dac0c6796ec3df9336c01e8fb0201e5ec8235c782fce.jpg,700,347,ANAT-079 | ANAT-080,Anatomy,Posterior abdominal wall and retroperitoneum,"Crowley A, Bigham WR, Hurley MS, Parkerson GR, Dunbar R.",NCBI,"Figure from Thigh Compartment Syndrome Following Physician-Modified Fenestrated Endograft Aneurysm Repair. (PMC12994487), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12994487/,"Thigh Compartment Syndrome Following Physician-Modified Fenestrated Endograft Aneurysm Repair. - (A) Sagittal and (B) axial computed tomography images show aneurysmal degeneration of the proximal supraceliac and paravisceral abdominal aorta, with a maximum diameter of 5.7 cm a",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3b5a0536ecc37c0475dc72669f3e0d5ccb3e5a22638ece6a1bc0f697847cc4d8,59443cc106845c386d8149a71987bef6270933dc59ab1539597859555639fb09,assets/neetpg_advanced_2026/images/3b5a0536ecc37c0475dc72669f3e0d5ccb3e5a22638ece6a1bc0f697847cc4d8.jpg,670,1100,DERM-023 | DERM-024,Dermatology,Viral sexually transmitted infections,"James H. Sequeira, M.D., F.R.C.P., F.R.C.S.",Wikimedia Foundation,Diseases of the Skin,Public domain,,https://commons.wikimedia.org/wiki/File:Sequeira_Plate_41.jpg,Sequeira Plate 41.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3b5f250b559d2027f6be94cd9063acb79cedbb3150fca8dd62d1dbef2bab32a2,4d852f94777b337b8d2232102da4a6702e385671ab6b4a8c3c4ecb4628f979df,assets/neetpg_advanced_2026/images/3b5f250b559d2027f6be94cd9063acb79cedbb3150fca8dd62d1dbef2bab32a2.jpg,1500,606,PED-069 | PED-070,Pediatrics,Childhood vasculitis,Dong Soo Kim,Wikimedia Foundation,Kawasaki disease.,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Kawasaki.PNG,Kawasaki.PNG,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3b61944e47aecc932c313620fef18255621682cafbff5094af0119aa15b74e71,34128b1ba9cda28cc9554a1e7cb089fa8dbb185c74b81a483b26778ed3277887,assets/neetpg_advanced_2026/images/3b61944e47aecc932c313620fef18255621682cafbff5094af0119aa15b74e71.jpg,842,1100,FMT-075 | FMT-076,Forensic Medicine,Age estimation,Mikael Häggström,Wikimedia Foundation,Own work,CC0,,https://commons.wikimedia.org/wiki/File:X-ray_of_a_hand_before_automatic_bone_age_calculation.jpg,X-ray of a hand before automatic bone age calculation.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
3b9ed511917486a8bc942d2eaedf9ba82d1a45ab06f2d924fd8b93ae25b3da8c,0ed60f8c170924309f72a4b8b95ce8a132419e9f5dd556779002ef8af00b57ee,assets/neetpg_advanced_2026/images/3b9ed511917486a8bc942d2eaedf9ba82d1a45ab06f2d924fd8b93ae25b3da8c.jpg,1500,1000,ENT-017 | ENT-018,ENT,Nasopharyngeal disease and tumors,Nephron,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Nasopharyngeal_carcinoma_-_EBER_--_very_low_mag.jpg,Nasopharyngeal carcinoma - EBER -- very low mag.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
